Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;key
160192 - Pregão | 00013/2023;96;287042 - LAJOTA;LAJOTA, MATERIAL CONCRETO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;30.0;42.371.904/0001-73 - DIMITRY SOLUCOES LTDA;41.9;30.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996742/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Metro quadrado;13_2023_96
160192 - Pregão | 00013/2023;98;238514 - MASSA PLÁSTICA;MASSA PLÁSTICA, COMPOSIÇÃO BÁSICA ÓXIDO DE FERRO, ÓXIDO DE ZINCO, SILICATO MAGNÉSIO, CARACTERÍSTICAS ADICIONAIS COM CATALISADOR, APLICAÇÃO VEDAÇÃO/ COLAGEM DE CERÂMICAS;28/03/2024;2025-03-28; 160192 - B ADM AP/5ª RM;5.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;13.0;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996744/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_98
160192 - Pregão | 00013/2023;101;604867 - GESSO;GESSO, ORIGEM MINERAL, TIPO GESSO COLA, ASPECTO FÍSICO PÓ, COR BRANCO, APLICAÇÃO CONSTRUÇÃO CIVIL;28/03/2024;2025-03-28; 160192 - B ADM AP/5ª RM;5.0;15.292.367/0001-01 - RR ANDRADE DISTRIBUIDORA LTDA.;3.47;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996746/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Saco 1,00 KG;13_2023_101
160192 - Pregão | 00013/2023;104;442015 - PARAFUSO;PARAFUSO, MATERIAL AÇO ZINCADO, TIPO AUTO BROCANTE, COMPRIMENTO 19 MM, DIÂMETRO 4,20 MM, CARACTERÍSTICAS ADICIONAIS CABEÇA DE PANELA PHILIPS;28/03/2024;2025-03-28; 160192 - B ADM AP/5ª RM;5.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;7.97;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996749/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Embalagem 100,00 UN;13_2023_104
160192 - Pregão | 00013/2023;106;252331 - CARRINHO MÃO;CARRINHO MÃO, MATERIAL CAÇAMBA CHAPA AÇO, MATERIAL CHASSI TUDO AÇO COM LUVA PARA PROTEÇÃO DAS MÃOS, MATERIAL PÉS CHAPA AÇO REPUXADA, MATERIAL TRAVESSA CHAPA AÇO, TIPO TRAVESSA SUPORTE DIANTEIRO CAÇAMBA, MATERIAL EIXO AÇO, MATERIAL ARRUELA FIXAÇÃO AÇO, MATERIAL BRAÇADEIRA AÇO, QUANTIDADE RODA 1, TIPO RODA PNEU MACIÇO;28/03/2024;2025-03-28; 160192 - B ADM AP/5ª RM;2.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;278.99;2.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996751/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_106
160192 - Pregão | 00013/2023;107;441609 - COLHER PEDREIRO;COLHER PEDREIRO, MATERIAL AÇO CARBONO, TAMANHO 8 POL, MATERIAL CABO MADEIRA ENVERNIZADA, CARACTERÍSTICAS ADICIONAIS RETA- INTEIRIÇA;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;50.505.812/0001-67 - PSA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;7.0;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996752/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_107
160192 - Pregão | 00013/2023;108;370529 - ESCADA FIBRA VIDRO;ESCADA FIBRA VIDRO, ALTURA 2,60 M, QUANTIDADE DEGRAUS 8 UN, CARACTERÍSTICAS ADICIONAIS TIPO TESOURA, DUPLO ACESSO, PÉS ANTIDERRAPANTES, CAPACIDADE 110 KG;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;1.0;46.895.270/0001-09 - ZAPPE COMERCIO E DISTRIBUICAO LTDA;542.16;1.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996753/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_108
160192 - Pregão | 00013/2023;109;395521 - ESCADA;ESCADA, MATERIAL ALUMÍNIO, TIPO ARTICULADA MULTIFUNCIONAL, QUANTIDADE DEGRAUS 12 UN, CARACTERÍSTICAS ADICIONAIS SAPATAS EMBORRACHADAS, TRAVAS AUTOMÁTICAS NAS CAT R, CAPACIDADE 120 KG, POSIÇÕES 8 UN;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;1.0;08.658.622/0001-13 - J. J. VITALLI;512.82;1.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996754/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_109
160192 - Pregão | 00013/2023;112;342341 - BROCA WÍDIA;BROCA WÍDIA, MATERIAL CORPO AÇO, DIÂMETRO 6 MM, COMPRIMENTO 210 MM, CARACTERÍSTICAS ADICIONAIS ENCAIXE TIPO SDS PLUS;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;4.98;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996757/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_112
160192 - Pregão | 00013/2023;113;288439 - BROCA;BROCA, MATERIAL AÇO RÁPIDO, DIÂMETRO 8 MM, COMPRIMENTO 260 MM, APLICAÇÃO MARTELETE/CONCRETO, CARACTERÍSTICAS ADICIONAIS TIPO ENCAIXE SDS;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;5.21;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996758/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_113
160192 - Pregão | 00013/2023;114;342482 - BROCA WÍDIA;BROCA WÍDIA, MATERIAL CORPO AÇO, DIÂMETRO 10 MM, COMPRIMENTO 260 MM, CARACTERÍSTICAS ADICIONAIS ENCAIXE TIPO SDS PLUS, APLICAÇÃO PERFURAÇÃO DE CONCRETO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;50.505.812/0001-67 - PSA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;6.15;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996759/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_114
160192 - Pregão | 00013/2023;115;353425 - BROCA;BROCA, MATERIAL AÇO RÁPIDO, DIÂMETRO 12 MM, COMPRIMENTO 260 MM, APLICAÇÃO CONCRETO, CARACTERÍSTICAS ADICIONAIS TIPO ENCAIXE SDS;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;5.0;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996760/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_115
160192 - Pregão | 00013/2023;116;214238 - TALHADEIRA;TALHADEIRA, MATERIAL AÇO, TIPO OCTOGONAL, COMPRIMENTO TOTAL 250 MM, COMPRIMENTO PONTA 20 MM, PESO 0,50 KG, ACABAMENTO SUPERFICIAL PINTADO, COR COBRE, CARACTERÍSTICAS ADICIONAIS COM APUNHADURA;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;50.505.812/0001-67 - PSA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;8.6;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996761/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_116
160192 - Pregão | 00013/2023;117;271517 - PONTEIRA;PONTEIRA, MATERIAL AÇO, COMPRIMENTO 10 POL, APLICAÇÃO PEDREIRO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;9.86;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996762/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_117
160192 - Pregão | 00013/2023;118;316333 - LÁPIS;LÁPIS, TIPO CARPINTEIRO, COR PRETA;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;20.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;0.73;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996763/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_118
160192 - Pregão | 00013/2023;119;438793 - DISCO CORTE;DISCO CORTE, MATERIAL AÇO DIAMANTADO, DIÂMETRO 110 MM, DIÂMETRO FURO 20 MM, APLICAÇÃO MÁRMORE/CERÂMICA/PEDRA/GRANITO, CARACTERÍSTICAS ADICIONAIS CORTE A SECO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;10.0;35.236.131/0001-57 - GGV COMERCIAL LTDA;6.67;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996764/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_119
160192 - Pregão | 00013/2023;120;262706 - LINHA PEDREIRO;LINHA PEDREIRO, TIPO TRANÇADA, TAMANHO 100 M;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;43.098.231/0001-92 - FORTZ COMERCIO DE MATERIAIS ELETRICOS LTDA;3.78;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996765/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_120
160192 - Pregão | 00013/2023;130;241760 - MASSA DE FIXAR VIDRO;MASSA DE FIXAR VIDRO, COMPOSIÇÃO BÁSICA ÓLEO DE LINHAÇA E GESSO, APLICAÇÃO VEDAÇÃO E COLOCAÇÃO DE VIDROS;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;10.0;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;14.49;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996775/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Quilograma;13_2023_130
160192 - Pregão | 00013/2023;132;254262 - CHAPA DE VIDRO;CHAPA DE VIDRO, MATERIAL VIDRO, COR INCOLOR, ESPESSURA 4 MM, CARACTERÍSTICAS ADICIONAIS CRISTAL LISO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;20.0;15.292.367/0001-01 - RR ANDRADE DISTRIBUIDORA LTDA.;142.99;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996777/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Metro quadrado;13_2023_132
160192 - Pregão | 00013/2023;133;293631 - CORTADOR DE VIDRO;CORTADOR DE VIDRO, TIPO CANETA, COMPONENTES RESERVATÓRIO PARA QUEROSENE, MATERIAL PONTA DIAMANTE, FORMATO BASE TRAPÉZIO, DIÂMETRO 3/8 POL, COMPRIMENTO 19 CM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;3.0;43.098.231/0001-92 - FORTZ COMERCIO DE MATERIAIS ELETRICOS LTDA;15.48;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996778/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_133
160192 - Pregão | 00013/2023;134;438794 - DISCO CORTE;DISCO CORTE, MATERIAL AÇO DIAMANTADO, DIÂMETRO 110 MM, DIÂMETRO FURO 20 MM, APLICAÇÃO MÁRMORE/CERÂMICA/PEDRA/GRANITO, CARACTERÍSTICAS ADICIONAIS CORTE ÚMIDO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;3.0;43.731.740/0001-00 - FRONT COMERCIAL LTDA;7.77;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996779/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_134
160192 - Pregão | 00013/2023;135;483501 - REVESTIMENTO CERÂMICO;REVESTIMENTO CERÂMICO, PADRÃO VISUAL ESMALTADO, CLASSE ABRASÃO PEI 4, COR BRANCA, COMPRIMENTO 45 CM, LARGURA 45 CM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;40.0;15.292.367/0001-01 - RR ANDRADE DISTRIBUIDORA LTDA.;24.0;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996780/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Metro Quadrado;13_2023_135
160192 - Pregão | 00013/2023;136;292022 - FERRO CONSTRUÇÃO CIVIL;FERRO CONSTRUÇÃO CIVIL, TIPO CA-60, DIÂMETRO 4,2 MM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;12.0;18.955.309/0001-09 - BERINA COMERCIAL IMPORTADORA LTDA;12.12;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996781/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Barra 12,00 M;13_2023_136
160192 - Pregão | 00013/2023;137;251607 - FERRO CONSTRUÇÃO CIVIL;FERRO CONSTRUÇÃO CIVIL, TIPO CA-50, DIÂMETRO 5/16 POL;28/03/2024;2025-03-28; 160192 - B ADM AP/5ª RM;15.0;31.666.544/0001-10 - AGUA DOCE MATERIAIS DE CONSTRUCAO LTDA;34.99;11.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996782/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Barra 12,00 M;13_2023_137
160192 - Pregão | 00013/2023;138;291567 - CABO AÇO;CABO AÇO, TRATAMENTO SUPERFICIAL GALVANIZADO, TIPO COM ALMA DE SISAL, BITOLA 3 16 POL;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;2.0;43.731.740/0001-00 - FRONT COMERCIAL LTDA;259.32;2.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996783/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_138
160192 - Pregão | 00013/2023;139;376677 - FORRO TETO;FORRO TETO, MATERIAL FIBRA MINERAL, COMPRIMENTO 1.250 MM, LARGURA 625 MM, ESPESSURA 16 MM, CARACTERÍSTICAS ADICIONAIS BORDA RETA, FINE FISSURED, TIPO PLACA, COR BRANCA;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;90.0;52.333.210/0001-03 - NOVAX DISTRIBUIDORA LTDA;43.02;90.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996784/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_139
160192 - Pregão | 00013/2023;141;224603 - PENEIRA;PENEIRA, MATERIAL AÇO, MATERIAL BORDA MADEIRA, FORMATO REDONDO, TIPO MALHA MÉDIA, DIÂMETRO 55 CM, APLICAÇÃO AREIA GROSSA/CAFÉ EM GRÃOS/AREIA MÉDIA/ FEIJÃO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;43.731.740/0001-00 - FRONT COMERCIAL LTDA;24.65;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996786/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_141
160192 - Pregão | 00013/2023;142;376552 - DISCO CORTE;DISCO CORTE, MATERIAL ÓXIDO ALUMÍNIO, DIÂMETRO 114,30 MM, DIÂMETRO FURO 22,22 MM, CARACTERÍSTICAS ADICIONAIS REFORÇADO TELA FIBRA DE VIDRO, ESPESSURA 1 MM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;15.0;08.658.622/0001-13 - J. J. VITALLI;1.22;15.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996787/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_142
160192 - Pregão | 00013/2023;146;475835 - DISCO DESBASTE;DISCO DESBASTE, MATERIAL FIBRA DE VIDRO, ESPECIFICAÇÃO GRÃO 80, DIÂMETRO 4 1/ 2 POL, DIÂMETRO FURO 7/8 POL, VELOCIDADE MÁXIMA 13.300 RPM, CARACTERÍSTICA ADICIONAIS DESBATE TIPO FLAP;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;10.0;35.236.131/0001-57 - GGV COMERCIAL LTDA;3.21;10.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996791/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_146
160192 - Pregão | 00013/2023;147;416251 - LÂMINA SERRA MANUAL;LÂMINA SERRA MANUAL, MATERIAL AÇO FLEXÍVEL, QUANTIDADE DENTES 32 DENTES POR POLEGADA, LARGURA 12 MM, COMPRIMENTO 300 MM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;10.0;35.236.131/0001-57 - GGV COMERCIAL LTDA;1.5;10.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996792/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_147
160192 - Pregão | 00013/2023;148;315173 - ARGAMASSA;ARGAMASSA, COMPOSIÇÃO CIMENTO, AGREGADOS MINERAIS E ADITIVOS, APLICAÇÃO ASSENTAMENTO DE CERÂMICA EM PAREDES E PISO, CARACTERÍSTICAS ADICIONAIS COLANTE DE USO EXTERNO, APRESENTAÇÃO PÓ, TIPO AC III, NORMAS TÉCNICAS NBR 14081;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;10.0;01.952.684/0001-94 - G3 REVESTIMENTOS E ACABAMENTOS PARA CONSTRUCAO CIVIL LTDA;26.9;10.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996793/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Saco 20,00 KG;13_2023_148
160192 - Pregão | 00013/2023;149;343113 - ESPAÇADOR;ESPAÇADOR, MATERIAL PLÁSTICO RÍGIDO, LARGURA 2 MM, APLICAÇÃO REVESTIMENTO CERÂMICO, TIPO FIXO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;5.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;7.44;5.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996794/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Pacote 100,00 UN;13_2023_149
160192 - Pregão | 00013/2023;150;447131 - CUNHA;CUNHA, MATERIAL PLÁSTICO, DIMENSÕES 23 MM, APLICAÇÃO REVESTIMENTO PORCELANATO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;2.0;36.986.531/0001-42 - LICITAR COMERCIO E DISTRIBUICAO DE MATERIAIS ELETRICOS, HIDRAULICOS LTDA;12.63;2.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996795/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Unidade;13_2023_150
160192 - Pregão | 00013/2023;151;393797 - ARGAMASSA;ARGAMASSA, COMPOSIÇÃO CIMENTO, CALCÁRIO E ADITIVOS, COR CINZA CLARO, TIPO REJUNTE;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;30.0;01.952.684/0001-94 - G3 REVESTIMENTOS E ACABAMENTOS PARA CONSTRUCAO CIVIL LTDA;3.4;30.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996796/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Quilograma;13_2023_151
160192 - Pregão | 00013/2023;152;444564 - REVESTIMENTO CERÂMICO;REVESTIMENTO CERÂMICO, PADRÃO VISUAL BRILHANTE, CLASSE ABRASÃO PEI 3, COR BRANCA, COMPRIMENTO 60 CM, LARGURA 30 CM;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;80.0;46.006.622/0001-28 - DUTRA COMERCIO E SERVICOS LTDA.;26.88;3.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996797/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Metro quadrado;13_2023_152
160192 - Pregão | 00013/2023;153;444389 - REVESTIMENTO PISO;REVESTIMENTO PISO, MATERIAL PORCELANATO, APLICAÇÃO PISOS EM GERAL, LARGURA 60 CM, COMPRIMENTO 60 CM, TIPO RETIFICADO;14/03/2024;2025-03-14; 160192 - B ADM AP/5ª RM;60.0;45.309.056/0001-60 - SILVA DISTRIBUIDORA E FERRAGISTA LTDA;31.47;60.0;https://contratos.sistema.gov.br/transparencia/compras/507141/itens/4996798/show;Pregão;13;2023;160192;Aquisição de materiais de construção em geral, para Base de Administração e apoio da 5ª Região Militar, unidades apoiadas e membros do GCALC, conforme OS 01/2023-GCALC, de 05 de junho de 2023.;Metro quadrado;13_2023_153
160211 - Pregão | 00003/2023;1;468996 - ALVO DE TIRO;ALVO DE TIRO, MATERIAL PAPEL CARTÃO, TIPO QUADRADO, TAMANHO 55 X 55 CM, CARACTERÍSTICAS ADICIONAIS ALVO PARA PISTOLA, DE COMPETIÇÃO, 25 E 50 M.;21/10/2023;2024-10-21; 160211 - 20  B I B;100.0;32.316.475/0001-88 - H2G COMERCIAL DE ETIQUETAS E PAPEIS LTDA;1.39;100.0;https://contratos.sistema.gov.br/transparencia/compras/461669/itens/4568697/show;Pregão;3;2023;160211;Aquisição de material de instrução, manobra e patrulhamento nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.(CCALC);Unidade;3_2023_1
160211 - Pregão | 00003/2023;2;445115 - ALVO DE TIRO;ALVO DE TIRO, MATERIAL PAPEL CARTÃO, TIPO RETANGULAR, TAMANHO 15 X 08 CM, CARACTERÍSTICAS ADICIONAIS SILHUETA PRETA;21/10/2023;2024-10-21; 160211 - 20  B I B;100.0;01.089.802/0001-82 - L C L COMERCIO DE ALVOS LTDA.;0.17;100.0;https://contratos.sistema.gov.br/transparencia/compras/461669/itens/4568698/show;Pregão;3;2023;160211;Aquisição de material de instrução, manobra e patrulhamento nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.(CCALC);Unidade;3_2023_2
