Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;key;Número da Compra_y;Objeto;Número do Item_y;Descrição_y;Descrição Complementar;Unidade de Fornecimento;Ano do Pregão_y;Número do Pregão_y
Pregão | 00010/2023;18;445987 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT DRIVE;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;18.215.990/0001-40 - LP SOLUCOES COMERCIAIS LTDA;9.0;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148612/show;Pregão;10;2023;160224;10_2023_18;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;18;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT     DRIVE;Unidade;2023;10
Pregão | 00010/2023;19;603274 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO, BITOLA 19 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;10.89;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148613/show;Pregão;10;2023;160224;10_2023_19;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;19;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO,  BITOLA 19 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS         INCLINADAS, PAREDE FINA;Unidade;2023;10
Pregão | 00010/2023;20;321497 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO, BITOLA 20 MM, COMPRIMENTO 275 MM, TIPO BOCA + ESTRELA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;13.03;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148614/show;Pregão;10;2023;160224;10_2023_20;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;20;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO,  BITOLA 20 MM, COMPRIMENTO 275 MM, TIPO BOCA + ESTRELA;Unidade;2023;10
Pregão | 00010/2023;21;321497 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO, BITOLA 20 MM, COMPRIMENTO 275 MM, TIPO BOCA + ESTRELA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;11.43;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148615/show;Pregão;10;2023;160224;10_2023_21;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;21;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO,  BITOLA 20 MM, COMPRIMENTO 275 MM, TIPO BOCA + ESTRELA;Unidade;2023;10
Pregão | 00010/2023;22;601338 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO, BITOLA 22 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS ABEÇA RETA, PAREDE FINA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;12.87;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148616/show;Pregão;10;2023;160224;10_2023_22;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;22;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO,  BITOLA 22 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS ABEÇA RETA,     PAREDE FINA;Unidade;2023;10
Pregão | 00010/2023;23;462845 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 23 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;17.44;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148617/show;Pregão;10;2023;160224;10_2023_23;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;23;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 23 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;24;601336 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO, BITOLA 24 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS ABEÇA RETA, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;18.08;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148618/show;Pregão;10;2023;160224;10_2023_24;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;24;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO NIQUELADO E CROMADO,  BITOLA 24 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS ABEÇA RETA,     PAREDE FINA;Unidade;2023;10
Pregão | 00010/2023;25;462866 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 25 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;19.84;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148619/show;Pregão;10;2023;160224;10_2023_25;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;25;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 25 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;26;462864 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 26 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;25.58;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148620/show;Pregão;10;2023;160224;10_2023_26;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;26;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 26 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;27;462862 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 27 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;29.74;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148621/show;Pregão;10;2023;160224;10_2023_27;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;27;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 27 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;28;462861 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 28 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;35.11;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148622/show;Pregão;10;2023;160224;10_2023_28;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;28;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 28 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;29;462861 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 28 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;34.18;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148623/show;Pregão;10;2023;160224;10_2023_29;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;29;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 28 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;30;462860 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 30 MM, TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE FINA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;34.21;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148624/show;Pregão;10;2023;160224;10_2023_30;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;30;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, ACABAMENTO CROMADO, BITOLA 30 MM,TIPO BOCA + ESTRELA, CARACTERÍSTICAS ADICIONAIS CABEÇAS INCLINADAS, PAREDE    FINA;Unidade;2023;10
Pregão | 00010/2023;31;445987 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT DRIVE;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;4.02;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148625/show;Pregão;10;2023;160224;10_2023_31;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;31;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT     DRIVE;Unidade;2023;10
Pregão | 00010/2023;32;445987 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT DRIVE;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;3.99;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148626/show;Pregão;10;2023;160224;10_2023_32;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;32;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT     DRIVE;Unidade;2023;10
Pregão | 00010/2023;33;445987 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT DRIVE;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;4.19;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148627/show;Pregão;10;2023;160224;10_2023_33;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;33;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT     DRIVE;Unidade;2023;10
Pregão | 00010/2023;34;445987 - CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT DRIVE;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;4.81;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148628/show;Pregão;10;2023;160224;10_2023_34;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;34;CHAVE COMBINADA;CHAVE COMBINADA, MATERIAL AÇO CROMO VANÁDIO, BITOLA 10 MM, TIPO BOCA/UNIT     DRIVE;Unidade;2023;10
Pregão | 00010/2023;35;483652 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO, TAMANHO 1/4 X 5 POL, CARACTERÍSTICAS ADICIONAIS PONTA FOSFATIZADA, TIPO PONTA CHATA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;7.8;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148629/show;Pregão;10;2023;160224;10_2023_35;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;35;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO, TAMANHO 1/4 X 5 POL, CARACTERÍSTICAS ADICIONAIS PONTA FOSFATIZADA, TIPO PONTA CHATA;Unidade;2023;10
Pregão | 00010/2023;36;483650 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO, TAMANHO 1/8 X 5 POL, CARACTERÍSTICAS ADICIONAIS PONTA FOSFATIZADA, TIPO PONTA CHATA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;6.13;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148630/show;Pregão;10;2023;160224;10_2023_36;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;36;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO, TAMANHO 1/8 X 5 POL, CARACTERÍSTICAS ADICIONAIS PONTA FOSFATIZADA, TIPO PONTA CHATA;Unidade;2023;10
Pregão | 00010/2023;37;388033 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES, TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/ PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;5.9;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148631/show;Pregão;10;2023;160224;10_2023_37;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;37;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES,       TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/    PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;Unidade;2023;10
Pregão | 00010/2023;38;388033 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES, TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/ PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;9.7;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148632/show;Pregão;10;2023;160224;10_2023_38;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;38;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES,       TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/    PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;Unidade;2023;10
Pregão | 00010/2023;39;468508 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO TEMPERADO, CABO POLIPROPILENO, TAMANHO 1/8 X 3 POL, CARACTERÍSTICAS ADICIONAIS HASTE MIQUELADA E CROMADA, TIPO PONTA CHATA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;1.86;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5173676/show;Pregão;10;2023;160224;10_2023_39;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;39;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO TEMPERADO, CABO POLIPROPILENO, TAMANHO 1/8 X 3   POL, CARACTERÍSTICAS ADICIONAIS HASTE MIQUELADA E CROMADA, TIPO PONTA CHATA;Unidade;2023;10
Pregão | 00010/2023;40;337652 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL CARBONO TEMPERADO, CABO POLIPROPILENO, TAMANHO 3/16 X 4 POL;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;3.6;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148633/show;Pregão;10;2023;160224;10_2023_40;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;40;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL CARBONO TEMPERADO, CABO POLIPROPILENO, TAMANHO 3/16 X4 POL;Unidade;2023;10
Pregão | 00010/2023;41;455523 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO- DIM 17200-50CRV4, CABO POLIPROPILENO, TAMANHO 5/16 X 6 MM, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/PONTA FOSFATIZADA, TIPO PONTA CHATA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;8.95;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148634/show;Pregão;10;2023;160224;10_2023_41;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;41;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO- DIM 17200-50CRV4, CABO            POLIPROPILENO, TAMANHO 5/16 X 6 MM, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADAE CROMADA/PONTA FOSFATIZADA, TIPO PONTA CHATA;Unidade;2023;10
Pregão | 00010/2023;42;607134 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3 X 100 MM, TIPO PONTA CRUZADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;5.77;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148635/show;Pregão;10;2023;160224;10_2023_42;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;42;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3X 100 MM, TIPO PONTA CRUZADA;Unidade;2023;10
Pregão | 00010/2023;43;607134 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3 X 100 MM, TIPO PONTA CRUZADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;19.225.144/0001-74 - JUME'S MATERIAL DE CONSTRUCAO LTDA;5.28;10.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148636/show;Pregão;10;2023;160224;10_2023_43;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;43;CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3X 100 MM, TIPO PONTA CRUZADA;Unidade;2023;10
Pregão | 00010/2023;44;446447 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO PHILIPS/ FENDA, QUANTIDADE PEÇAS 6, APLICAÇÃO SERVIÇOS GERAIS- OFICINA, COMPONENTES FENDA 4/5X5MM,5X5MM, 5X6MM,8MM-PHILIPS 4MM, 6MM, MATERIAL CABO POLIPROPILENO, CARACTERÍSTICAS ADICIONAIS SEXTAVADO, LÂMINA CROMADA FOSCA ACETINADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.0;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;42.83;0.0;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148637/show;Pregão;10;2023;160224;10_2023_44;10/2023;Objeto: Pregăo Eletrônico -  Aquisiçăo de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condiçőes e exigęncias estabelecidas neste instrumento.;44;JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO PHILIPS/ FENDA, QUANTIDADE PEÇAS 6, APLICAÇĂO SERVIÇOS GERAIS- OFICINA, COMPONENTES FENDA 4/5X5MM,5X5MM,       5X6MM,8MM-PHILIPS 4MM, 6MM, MATERIAL CABO POLIPROPILENO, CARACTERÍSTICAS      ADICIONAIS SEXTAVADO, LÂMINA CROMADA FOSCA ACETINADA;Jogo;2023;10
