Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
Pregão | 00010/2023;37;388033 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES, TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/ PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;5.90;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148631/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;38;388033 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO POLIPROPILENO SIMPLES, TAMANHO 6 X 1/4 POL, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/ PONTA FOSFATIZADA, TIPO PONTA FENDA CRUZADA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;9.70;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148632/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;39;468508 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO TEMPERADO, CABO POLIPROPILENO, TAMANHO 1/8 X 3 POL, CARACTERÍSTICAS ADICIONAIS HASTE MIQUELADA E CROMADA, TIPO PONTA CHATA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;1.86;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5173676/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;40;337652 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL CARBONO TEMPERADO, CABO POLIPROPILENO, TAMANHO 3/16 X 4 POL;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;3.60;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148633/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;41;455523 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO- DIM 17200-50CRV4, CABO POLIPROPILENO, TAMANHO 5/16 X 6 MM, CARACTERÍSTICAS ADICIONAIS HASTE NIQUELADA E CROMADA/PONTA FOSFATIZADA, TIPO PONTA CHATA;18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;8.95;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148634/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;42;607134 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3 X 100 MM, TIPO PONTA CRUZADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;5.77;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148635/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;43;607134 - CHAVE DE FENDA;CHAVE DE FENDA, MATERIAL AÇO CROMO VANÁDIO, CABO HEXAGONAL EASYGRIP, TAMANHO 3 X 100 MM, TIPO PONTA CRUZADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;19.225.144/0001-74 - JUME'S MATERIAL DE CONSTRUCAO LTDA;5.28;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148636/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;44;446447 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO PHILIPS/ FENDA, QUANTIDADE PEÇAS 6, APLICAÇÃO SERVIÇOS GERAIS- OFICINA, COMPONENTES FENDA 4/5X5MM,5X5MM, 5X6MM,8MM-PHILIPS 4MM, 6MM, MATERIAL CABO POLIPROPILENO, CARACTERÍSTICAS ADICIONAIS SEXTAVADO, LÂMINA CROMADA FOSCA ACETINADA;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;42.83;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148637/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;45;251700 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO FIXA, QUANTIDADE PEÇAS 8, APLICAÇÃO MANUTENÇÃO EQUIPAMENTO MECÂNICO/ ELETRÔNICO, COMPONENTES 6X7, 8X9, 10X11, 12X13, 14X15, 16X17, 18X19, 20X2 2, ACABAMENTO SUPERFICIAL CROMADO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;60.27;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148638/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;46;251700 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO FIXA, QUANTIDADE PEÇAS 8, APLICAÇÃO MANUTENÇÃO EQUIPAMENTO MECÂNICO/ ELETRÔNICO, COMPONENTES 6X7, 8X9, 10X11, 12X13, 14X15, 16X17, 18X19, 20X2 2, ACABAMENTO SUPERFICIAL CROMADO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;19.225.144/0001-74 - JUME'S MATERIAL DE CONSTRUCAO LTDA;31.94;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148639/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;47;456292 - DISCO CORTE;DISCO CORTE, MATERIAL ÓXIDO ALUMÍNIO, DIÂMETRO 115 MM, DIÂMETRO FURO 22,22 MM, CARACTERÍSTICAS ADICIONAIS REFORÇADO TELA FIBRA DE VIDRO, ESPESSURA 1 MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;20.00000;08.658.622/0001-13 - J. J. VITALLI;1.20;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148640/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;48;483487 - FITA ISOLANTE ELÉTRICA ADESIVA;FITA ISOLANTE ELÉTRICA ADESIVA, MATERIAL DORSO BORRACHA DE ETILENO-PROPILENO, TIPO ADESIVO AUTO FUSãO, TEMPERATURA MÁXIMA OPERAÇÃO 90° °C, LARGURA NOMINAL 19 MM, ESPESSURA NOMINAL 0,76 MM, COMPRIMENTO NOMINAL 10 M, COR PRETA, NORMAS TÉCNICAS ASTM-D-4388, RESISTÊNCIA À TENSÃO 69 KV, APLICAÇÃO QUALQUER SUPERFÍCIE;17/05/2024;17/05/2025;160224 - PQ R MNT/5;100.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;17.95;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148641/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;49;344948 - FITA ISOLANTE ELÉTRICA;FITA ISOLANTE ELÉTRICA, MATERIAL BÁSICO FILME DE PVC, LARGURA NOMINAL 18 MM, COMPRIMENTO NOMINAL 20 M;17/05/2024;17/05/2025;160224 - PQ R MNT/5;200.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;1.20;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148642/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;50;605730 - JOGO CHAVE;"JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO SOQUETE 1/2"" ESTRIADO, QUANTIDADE PEÇAS 22, APLICAÇÃO CONSERTOS EM GERAL, COMPONENTES 3/8, 7/16, 1/2, 9/16, 5/ 8, 11/16, 3/4, 13/16, 7/8 ,, ACESSÓRIOS MALETA, CABO T, EXTENSÃO 5POL, 10 POL, CATRACA";18/05/2024;17/05/2025;160224 - PQ R MNT/5;5.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;1138.23;5.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148643/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;51;369251 - LIMPADOR CONTATO ELÉTRICO,ELETRÔNICO;LIMPADOR CONTATO ELÉTRICO/ELETRÔNICO, APLICAÇÃO LIMPEZA COMPONENTES ELÉTRICOS, APRESENTAÇÃO AEROSOL, CARACTERÍSTICAS ADICIONAIS FÁCIL EVAPORAÇÃO, NÃO CONDUTOR/INFLAMÁVEL, SEM CF C;17/05/2024;17/05/2025;160224 - PQ R MNT/5;60.00000;46.636.768/0001-57 - MAED COMERCIO E SERVICOS ADMINISTRATIVOS LTDA;10.00;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148644/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Frasco 300,00 ML
Pregão | 00010/2023;52;261317 - DESENGRIMPANTE;DESENGRIMPANTE, APRESENTAÇÃO SPRAY, FINALIDADE ELIMINAR FERRUGEM/ REPELIR UMIDADE/ LUBRIFICAR, APLICAÇÃO LUBRIFICANTE E ANTICORROSIVO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;100.00000;46.636.768/0001-57 - MAED COMERCIO E SERVICOS ADMINISTRATIVOS LTDA;6.13;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148645/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Frasco 300,00 ML
Pregão | 00010/2023;53;405796 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO, TIPO ESTRELA, QUANTIDADE PEÇAS 7, APLICAÇÃO OFICINA MECÂNICA/ CARPINTARIA, CARACTERÍSTICAS ADICIONAIS COM CATRACA MODELO PLANA, TAMANHO 8X9, 8X10, 10X11, 12X13, 14X15, 16X18 E 17X19 MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;445.50;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148646/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;54;373705 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO ESTRELA, QUANTIDADE PEÇAS 12, COMPONENTES 6X7,8X9,10X11,12X13,14X15,16X17,18X19,20X22,21X23 MM;18/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;229.53;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148647/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;55;328216 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO FIXA, QUANTIDADE PEÇAS 8, COMPONENTES 6X7, 8X9, 10X11, 12X13, 14X15, 16X17, 18X19, 20X2 MM, ACABAMENTO SUPERFICIAL NIQUELADO E CROMADO;18/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;137.20;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148648/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;56;355399 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO, TIPO BIELA, QUANTIDADE PEÇAS 12 UN, COMPONENTES 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18 E 19 MM;17/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;156.13;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148649/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;57;358607 - JOGO CHAVE;"JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO HEXAGONAL, QUANTIDADE PEÇAS 12 POL, COMPONENTES 1/2;1/4;3/4;3/8;3/16;5/8;5/16;7/8;7/16;7/32;9/16; 1, CARACTERÍSTICAS ADICIONAIS COM ANEL DE RETENÇÃO";17/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;137.20;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148650/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;58;416686 - JOGO CHAVE;"JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO SOQUETE 1/2"" ESTRIADO, QUANTIDADE PEÇAS 24, COMPONENTES MANIVELA/CABO T/EXTENSÃO: 5 E 10 POL/CATRACA/JUNT A";18/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;620.00;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148651/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;59;328216 - JOGO CHAVE;JOGO CHAVE, MATERIAL AÇO CROMO VANÁDIO, TIPO FIXA, QUANTIDADE PEÇAS 8, COMPONENTES 6X7, 8X9, 10X11, 12X13, 14X15, 16X17, 18X19, 20X2 MM, ACABAMENTO SUPERFICIAL NIQUELADO E CROMADO;18/05/2024;17/05/2025;160224 - PQ R MNT/5;8.00000;46.988.889/0001-68 - 4 NINJAS COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA;135.81;8.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148652/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Jogo
Pregão | 00010/2023;60;262376 - ÓLEO LUBRIFICANTE.;ÓLEO LUBRIFICANTE., APRESENTAÇÃO AEROSOL, ORIGEM MINERAL DERIVADO DE PETRÓLEO, CARACTERÍSTICAS ADICIONAIS ADITIVOS INIBIDORES CORROSÃO E OXIDAÇÃO, DESENGR I, APLICAÇÃO LUBRIFICAÇÃO DE PEÇAS, TIPO WD-40;17/05/2024;17/05/2025;160224 - PQ R MNT/5;100.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;6.63;0.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148653/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;61;236219 - DESENGRAXANTE;DESENGRAXANTE, ASPECTO FÍSICO PÓ, COMPOSIÇÃO HIDRÓXIDO DE SÓDIO E SAIS ALCALINOS, CARACTERÍSTICAS ADICIONAIS SOLÚVEL EM ÁGUA, APLICAÇÃO LIMPEZA PEÇAS DE ARMAMENTO;17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;36.374.350/0001-65 - DIOGO EMANUEL KUHN & CIA. LTDA;99.00;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148654/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;62;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;15.73;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148655/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;63;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;15.60;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148656/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;64;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;15.90;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148657/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;65;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";18/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;03.744.301/0001-18 - ABREU, MARTINS & CIA LTDA;15.45;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148658/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;66;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;34.92;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148659/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;67;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;20.62;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148660/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;68;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;42.440.902/0001-99 - OLIVEIRA FERRAMENTAS LTDA;19.25;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148661/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;69;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;35.54;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148662/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;70;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;48.94;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148663/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
Pregão | 00010/2023;71;451280 - SOQUETE COM ENCAIXE PARA FERRAMENTA;"SOQUETE COM ENCAIXE PARA FERRAMENTA, MATERIAL AÇO CROMO VANÁDIO, TIPO SEXTAVADO, TAMANHO 1 ½ POL, TRATAMENTO SUPERFICIAL NIQUELADO E CROMADO, CARACTERÍSTICAS ADICIONAIS ESPIGA QUADRADA DE ½""";17/05/2024;17/05/2025;160224 - PQ R MNT/5;10.00000;46.344.050/0001-97 - SUL AGUA EQUIPAMENTOS LTDA;49.50;10.00000;https://contratos.sistema.gov.br/transparencia/compras/523532/itens/5148664/show;Pregão;00010;2023;160224;Objeto: Pregão Eletrônico -  Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;Unidade
